loan_word;purist_equivalent
hypocrijt;huychelaar,geveynsde
hypocrisie;veynsinge
hypoteeck;onderpandt
iactantie;beroemingh
iacteren;beroemen
iacture;verlies,wech-werpinge
ialours;belghsieck,belghsughtigh
ialousie;belghsught
ianuarius;Loumaant
ideen;voorbeeldtsels,bewerpsels,ontwerpsels
idioot;ongeleerde,leeck,ongeletterde
idolatrie;afgoderye
idole;Afgodt
idoon;huys
ignominie;naam-schendinghe,schandt-vleck
ignominieux;schandelijck,smadelijck,naam-schendigh
ignorant;weet-niet,weetloos,onkundigh
ignorantie;onkunde
ignoreren;onkundigh zijn
illaberen;insluypen
illachrimeren;beweenen
illatie;inbrenginge,invoeringe,besluyt
illegitime;onwettelijck
illideren;instooten
illiquide;onklaar,oneffen
illuderen;bespotten,beguychelen
illuminatie;verlightinghe
illumineren;verlighten
illusie;bespotting,beguychelinge
illusoir;bespottelijck
illustratie;verlightinge,doorschijningh
illustre;doorlughtigh
illustreren;door-ligten,door-helderen,door-lughtigen
illuvie;invloeyinge
image;beeldt
imagineren;inbeelden
imbecilliteyt;swackheydt,onsterckheydt
imitatie;naevolginge,nabootsinge
imiteren;navolgen
immediatelijck;eensklaps,sonder middel,onmiddelijck
immedicabel;ongeneselijck
immemoriaal;onghedenckbaar,boven gheheugen
immense;onmeetelijck
immeuble immobile;ontilbaer
immoderatie;onmatigheydt
immodest;onzeedigh,ongeschickt,ontughtigh
immodestie;onzeedigheyt,ontught
immolatie;op-offeringe
immoleren;op-offeren
immondiciteyt;onzuyverheydt,onreynigheydt
immortaliseren;onsterflijck maken
immortaliteyt;onsterflijckheydt
immortel;onsterffelijck
immuabel;Immutabel,onwisselbaer,onveranderlijck
immuniteyt;onbelastheydt
impaar;oneeven,ongelijck
impalpabel;ontastbaar
impatibel;ongedooghsaam,onlijdlijck,onverdragelijck
impatient;onlijdsaam,onverduldigh
impatientie;onlijdsaamheydt,onverduldigheydt
impediëren;verhinderen,beletten
impediment;belet,hinderingh
impelleren;aanstouwen,drijven
impenetrabel;ondoordringelijck
imperateur;Keyser,Veldtheer
imperceptibel;onbegrijpelijck
impereren;gebieden,beveelen
imperfect;onvolmaackt,onvolkomen
imperfectie;onvolmaacktheydt,onvolkomenheydt
imperiaal;Keyserlijck
impertinent;ongerijmt,slordigh,onhebbelijck
impetrant;verwerver,verkrijger
impetreren;verwerven,verkrijgen
impetueusiteyt;onghestuymigheydt,hevigheydt
impetueux;ongestuymigh,heftigh
impiëteyt;godloosheydt,ongodtvruchtigheydt
impitoyabel;onbarmhertigh
implacabel;onverzoenlijck
impleren;vervullen
implicatie;invouwinge,inwickelingh
impliqueren;Impliceren,invouwen,inwickelen
imploratie;anroepinge
imploreren;anroepen
imployabel;onbuygelijck
imponeren;opleggen,bedriegen
importabel;onverdragelijck,onlijdlijck
importantie;gewightigheydt
importeren;belangen,bedragen
importuneren;overlasten,lastigh zijn,dringen
importuniteyt;overlast,drangh
importuyn;overlastigh
imposeren;opleggen,te last leggen
impositie;oplegginge,oplage,schattinge
impossible;onmogelijck
impost;tol,schattinge
imposture;bedrogh
impotent;onmaghtigh
"impotentie; onmaghtigheydt";onmaght
imprecatie;toe-wenschinge,vloeck,quaedt-wenschinge
imprenabel;onverkrijghelijck,onwinbaer
impressie;indruckinge,drucksel,print,druckinge
imprimeren;indrucken,inprenten
improberen;quaadt keuren,quaadt aghten,wraken
impropre;on-eyghen,onvoeghlijck,wanstalligh
imprudent;onwijs,onvoorsightigh
imprudentie;onwijsheydt,onvoorsightigheydt
impudicq;onkuysch,onschamel,oneerbaer
impugneren;beveghten
impuissant;onmaghtigh,kraghteloos
impulsie;opstokinge,andrijvinge
impuniteyt;ongestraftheydt
imputatie;wijtinghe,aantijgingh,toemeetinge
imputeren;wijten,aantijghen,toe-meeten,toe-reekenen
inaccessibel;on-toeganckelijck
inadvertentie;onbedaghtsaamheydt,reuckeloosheydt,aghteloosheydt
inanitie;ydelheydt,ledigheydt,ontleediginghe
incapabel;onvatbaar,begrijpeloos,onbevattelijck
incapaciteyt;onvatbaarheydt
incarcereren;kerckeren,vangen
incarnatie;vleesch-wordinge,tijdt-schrift
incerteyn;onseeker
incertitude;onseekerheyt
incessament;on-ophoudelijck
inceste;bloedtschande
incident;inval,voorval
incideren;insnijden,opsnijden,voorvallen,tusschen vallen
incisie;insnijdinghe,doorsnijdinghe,opsnijdinge
inciteren;aanporren,opstoken,aanritsen
incivil;onburgherlijck,onheusch,onbeleeft
inciviliteyt;onburgerlijckheyt,onheusheyt,onbeleeftheydt
inclinatie;toeneyginge
inclineren;toeneygen,neygen
incluys;ingesloten,binnen
incommoditeyt;ongeleghentheydt,onghemack,ongerijf
incomoderen;ontrieven,ongheleegentheydt maken
incomparabel;onvergelijckelijck
incompatibel;onverdraaghlijck
incompetent;onbehoorlijck
incomprehensibel;onbegrijpelijck
inconsideratie;onbesintheydt,reuckeloosheydt
inconstant;onstantvastigh,wispelturigh
inconstantie;onstantvastigheydt,wispelturigheydt
incontinentie;lustvolginghe,onghetoomtheydt,wulpsheydt
inconvenient;ongeval
incorporel;onlighamelijck
incorporeren;inlijven,innemen
incorrect;onverbeetert,gebreckelijck
incorrectie;onverbeetertheyt,gebreckelijckheydt
incredibel;ongelooflijck
incredul;ongeloovigh
increduliteyt;ongeloof
increpatie;bekijvinge
increperen;bekijven,bulderen
inculpabel;onstraffelijck
inculqueren;instampen
incumberen;opliggen
incurabel;ongheneeslijck
incurreren;anloopen,inloopen
incursie;aanloop,optoght,anval
indecent;onbetamelijck
indeclinabel;onbuyghelijck
indemneren;schadeloos houden
indemniteyt;schadeloosheydt
indice;kenteycken
indicibel;onuytsprekelijck
indictie;aanzegginge,op-lage
indifferent;eenderley,onverscheydelijck
indigene;ingeboren,inborelingh
indigentie;behoeftigheydt
indigestie;onverdouwinge,onverteertheyt,raauwheydt
indignatie;verontwaardinge
indirect;kromsweegs,averreghts
indiscreet;onbescheyden
indiscretie;onbescheydenheydt
indisert;onbespraackt,wantalig,wansprakelijck
indispoost;ongestelt,onghesont
indispositie;ongesteltheydt,ongesontheydt
indocile;onleersaem
indocte;ongeleert
indole;inborst
indomptabel;onbetemmelijck
indubitabel;ontwijffelbaer
inductie;aanradinghe,invoeringhe,invoeginge
indulgentie;gedooginge,toe-latingh,vry-gevinge
industrie;gaauwigheydt
inegaal;oneffen,ongelijck
inegaliteyt;oneffenheydt,ongelijckheydt
inepte;ongerijmt,onbequaam
ineptie;ongerijmtheydt,onbequaamheydt
inertie;vadsigheydt,leuyheydt
inestimabel;onschattelijck,onwaardeerlijck
inëvitabel;onvermijdelijck
inexcusabel;schuldbaar,onverschoonlijck
inexecutie;on-uytgereghtheyt,on-uytreghtinge
inexplicabel;on-uytleggelijck
infaam;eerloos
infameren;faamrooven,schantvlecken
infamie;schandtvleck,faamroovingh
infanterie;voetvolck
infantie;kintsheydt
infect;stinckend,besmet
infecteren;besmetten
infereren;invoeren
inferieur;minder,lager,onderdaen,onderbeurtige
infernaal;helsch
infertil;onvrughtbaar
infesteren;beleedigen,bekommeren
infidel;ontrouw,trouwloos
infideliteyt;ontrouwigheydt,trouweloosheydt,
infirmiteyt;onsterckheydt,swackheyt
inflammatie;ontstekinge
inflatie;opblasinge
inflectie;ombuyginge
inflexibel;onbuygelijck
influentie;invloeyinge
informatie;kundtschap,berightinghe,bescheydt
informeren;kennis nemen,kuntschap doen,berighten
infortuyn;ramp-spoedt
infractie;inbreuck
infrangibel;onbreeckelijck
infrequent;selden
infructueux;onvrughtbaar
infusie;instortinge,doorgietinge
ingenieur;bolwercker
ingenieux;zin-rijck
ingereren;indringen
ingratitude;ondanckbaarheydt
ingredient;in-menghsel
ingrediëren;intreden
ingressie;intredinge,ingangh
inhabil;onbequaam
inhabiliteyt;onbequaamheydt
inhabitabel;onbewoonlijck
inhereren;inhangen,inblijven
inhibitie;verbodt
inhospitaliteyt;onherbergigh,ongast-vryheydt
inhumain;onbeleeft
inimitabel;onnavolgelijck
iniquiteyt;ongerechtigheydt
injunctie;beveelinge
injungeren;toe-voegen
injurie;ongelijck,onreght,hoon
injuriëren;verongelijcken,hoonen
injuste;onrechtvaerdigh
innavigabel;onbevaarlijck
innocent;onnoosel
innocentie;onnooselheydt
innovatie;vernieuwinge
innoveren;vernieuwen
innumerabel;ontelbaar
inobedient;ongehoorsaam
inproviste;oversiens
inquiëtatie;Inquiëtude,ontrustinghe,onrust
inquiëteren;ontrusten
inquireren;ondersoecken
inquisiteur;ondersoecker,ondersoeck-meester
inquisitie;ondersoeck
insanabel;ongeneeselijck
insatiabel;onversadelijck
inscriptie;opschrift
inscrutabel;ondoorgrondelijck
insensibel;ongevoelijck
inseparabel;onscheydelijck
insereren;insetten,invoegen,inlijven
insertie;invoeginge
insidie;belaginge
insigne;merckelijck,kenteyken
insimuleren;betighten
insinuatie;inschuyvinge,te kennen ghevinghe,anmeldinge
insinuëren;indringen,invlyen,inschuyven,te kennen geven,anmelden
insisteren;aanstaan,volherden,anhouden
insociabel;ongeselschappigh
insolent;moedwilligh,ongewoon
insolentie;moedwilligheydt,moedwil
insolide;ondight
insolidum;gantschelijck,geheelijck
insolvent;onbetalijck,onbetaalbaar
inspectie;beschouwinge,aanschouwinge
inspiratie;inblasinghe,anblasinge
inspireren;inblasen,anblasen
instantie;anhoudinge
instauratie;herstellinghe,oprechtinghe,vernieuwinge
instaureren;oprechten,vernieuwen,herstellen
instigatie;aanstuwinge
instigeren;opstoken,aanstuwen,drijven,ophitsen
instinct;drift,ingeven
instituëren;insetten,onderwijsen,instellen
institutie;insettinge,onderwijsinghe,instellinge
instructie;onderrichtinghe,toereghtinghe,beright
instruëren;onderreghten,toereghten
instrument;tuygh,werck-tuygh
insupportabel;onverdragelijck
integriteyt;deegelijckheydt
intellect;vernuft
intelligentie;kundtschap,verstandt
intemperantie;ongematightheydt
intenderen;be-oogen,voor-hebben
intenteren;onderstaan,aanlegghen,aanwenden
intentie;ooghwit,ooghmerck,opset,voorneemen
intercederen;tusschen-spreeken,bemiddelen
intercessie;bemiddelinge,tusschen-komst
interdiceren;verbieden
interdict;verbodt
interesseren;beschadigen,vernadeelen
interest;schade,naedeel,belangh
interieur;inwendigh
interineren;gestaden
interjectie;inworp
interlocutie;tusschen-spraack
interlocutorie;tusschen-oordeel
interloqueren;tusschen spreeken
interminabel;on-eyndelijck
intermineren;op-houden,af-laten,verposen
intermissie;af-latinge,verposinge,tusschen-komst
interpellatie;inspraack,tusschen-spraack
interpelleren;inspreeken,tusschen-spreeken
interponeren;Interposeren,tusschen-stellen
interpositie;tusschen-stellinge
interpretatie;uytlegginge
interpreteren;uytleggen
interrogatie;ondervraginge
interrogatorien;vraagh-stucken
interrogeren;ondervragen
interrupt;af-gebroken
interruptie;afbrekinge
interval;tusschenheydt
interventie;tusschen-komst
intestin;darm,ingewand,inwendigh
intimatie;ankundinge
intime;binnenst
intimeren;ontbieden,ankundigen
intimideren;vertsaghen,vreese aen-jaghen
intituleren;naam noemen,benamen
intollerabel;onverdragelijck
intractabel;onhandelbaar,bars,onreckelijck
intricaat;verwart,verstrickt
intricatie;verwerringhe,verstrickinge
intriqueren;Intrinqueren,verstricken
introduceren;invoeren,inleyden
introductie;inleydinge
inundatie;overvloeyinge
inutil;onnut
invaderen;anvallen,invaren
invalide;onsterck
invectif;lasteringh,bescheldinge,doorstrijkinge
inventaris;inhoudt,beschrijvingh van goederen
inventeren;vinden,uytvinden
inventie;vindinge,vondt,ervindinge
inversie;omkeeringe
investigeren;opspeuren,naevorschen
investiture;instellinge
invetereren;verouden
invincibel;onwinbaer
inviolabel;onschendbaar
invisibel;onsightbaar
invitatie;noodigingh
inviteren;anporren,noodigen
invocatie;anroepinge
involutie;inwickelinge
invoqueren;anroepen
ioincture;voeginge,gelidt,gewright
iournaal;dagelijcks,daghboeck
iracundie;gramschap
ironie;schimp-reeden
irraisonnabel;onreedelijck
irrecuperabel;onwederkrijgelijck
irreparabel;onverbeeterlijck,onvergoedelijck
irreprehensibel;onberispelijck
irreverentie;oneerbiedinghe,oneerbiedigheydt
irrevocabel;onwederroepelijck
irrideren;begecken
irriteren;tergen
issue;uytgangh,uytkomst
item;desgelijcx,insgelijcx
iteratie;hervattinge
iteratijf;meermaals
itereren;hervatten
iubilee;luyt-jaar,juygh-jaer
iubileren;verheugen,juygghen
iudicature;vonnis,reghts-pleeginge
iudiceren;oordeelen,reghten,wijsen
iudiciaal;gereghtelijck
iuexpugnabel;onwinbaar,onverwinnelijck
iuge;Reghter
iugement;oordeel
iugeren;reghten,oordeelen
iulius;Hooymaant
iunius;Somermaant
iureren;zweeren
iurisconsulte;Iurist,Reghts-geleerde
iurisdictie;reghtsprekinge,reghts-dwang,gebiedt,reghts-maght
iustificatie;reghtvaardighmakinge,reghtvaardigingh
iustifiëren;reghtvaardigen
iustitie;gereght,gereghtigheydt
labeur;arbeydt
laboureren;arbeyden
labourieux;arbeydigh,arbeydtsaam
labyrint;Dool-hof
laceratie;verscheuringe
lacereren;verscheuren
lachrimeren;weenen,schreyen
lamentatie;gekarm,jammer-klaght
lamenteren;karmen,jammeren
lancet;vliem
larderen;door-specken
large;rijckelijck,breedt
lasche;laf
lascif;geyl,wulps,brooddroncken
lasciviteyt;geylheydt,brooddronckenheyt
latiteren;wech-schuylen
latitude;wijdte,breedte
lauderen;loven
lavoir;wasch-vat
laxatie;losinge,lossinge
laxeren;losen,lossen
lectie;leesinge
lecture;leesinge
lederen;quetsen
legaal;wettigh
legaat;af-ghesant,erf-makinghe,makinghe
legataris;erf-gemaackte,maackingh-beurder
legateur;erf-deeler
legatie;afsendinghe,besendinghe,erf-makinge
legende;verhaal,vertellingh
legioen;Krijghs-heyr
legislateur;Wet-geever
legitimatie;bewettiging
legitime;wettigh
legitimeren;bewettigen
lenitif;verzaghtende
lepreux;melaatsch
letarge;slaapsught
levant;Oosten
lias;snoer
liasseren;snoeren
libel;geschrift,aanschrift
liberaal;mildt
liberaliteyt;mildtheydt
liberteyt;vryheydt
libertijn;vry-geest,vry-ghemaackte knecht
libery;Boeck-winckel,Boeck-kas
libidineren;wellust plegen
licent;verlof-gelt,geoorloft
licentie;verlof,toe-latinghe,vry-ghevinghe
licentiëren;toe-laten,vry-gheeven,gehengen
lieutenant;Stedehouder
ligament;Ligature,bindtsel,bandt
ligue;verbindingh
limitatie;bepalinge
limite;afpalinge
limiteren;bepalen
linage;afkomst
liquide;weeck,effen
liquideren;weeck maken,afrekenen,effenen
litigeren;krackeelen,pleyten
litigieux;krackeeligh
litiscontestatie;reghts-pleeginge
litiscontesteren;reght-pleegen
litispendentie;twisthangingh
locaal;plaatselijck
locatie;verhuuringe
locupleteren;verrijcken
logeren;huysvesten,herberghen,t’huys-leggen
logica;reeden-konst
logijs;huysvestinge,herbergh
lombard;leen-tafel-houder,tafel-houder
longitude;lenghte
loy;Wet
loyaal;Wettelijck
lubricque;slibberigh,gladt
lucrum;winst
lumineux;lightende
lunatijc;maansughtigh,bysinnigh
lustratie;reyniginge,wyinge
luxurie;geylheydt
luxurieux;geyl
machinatie;quaatstokinge
machineren;quaadt-stoken,quaadt-brouwen,berockenen
maculature;kladt-papier
maculeren;bevlecken,bekladden
magazijn;voorraat-schuur,pack-huys
magie;Toover-konst
magistraat;Overheydt
magnanime;grootmoedigh
magneet;Noordt-steen,Zeyl-steen
magnificentie;heerlijckheydt,praght
magnificq;heerlijck
magnitude;grootheydt
mainteneren;handthaven
maintenuë;handthavinge
majesteyt;hoogheydt,hoogh-maghtigheydt
malcontent;ongenoeght,t’onvreden
maledictie;vloeck,quaadt-spreecken,lasteringe
malheur;ongeval,ramp
malheureux;rampspoedigh,ongheluckigh
maligniteyt;boosaardigheydt
malitie;boosheydt
manciperen;eygen geven,vereygenen
mandaat;bevel
mandament;bevel,beveelinge,daagh-ceel
maniabel;handelbaar
manie;dulligheydt
manier;wijse
manifacture;handtwercksel
manifest;openbaar,verklaringe
manquement;ontbrekinge
manqueren;ontbreken
mansuëtude;zaghtmoedigheydt
manual;handtboeck,handtdoeck
maquerelle;Koppeleres
march;toght,optoght,aantoght
marcheren;aantrecken,aantreeden
marge;kant
marquis;Marck-graaf
masque;mom-aansight,grijns
masqueren;vermommen,mommen
massacre;moordt,moordery
massacreren;vermoorden,moorden
masse;klomp
massif;dight
materiaal;stoffelijck
materie;stof
maternel;moederlijck
mathematica;Wiskonsten
matrice;baar-moeder
matrimonie;Huwelijck,Echt
matrone;huysmoeder
maturiteyt;rijpheydt
maxime;grond-regel
mayus;Bloey-maandt
mechanique;ambaghts-man,werck-man,karigh,vreck,hoetelachtigh
mechaniseren;hoetelen,ambaght doen
medaille;pronckpenningh,potstuck
mediaan;middel-ader
mediateur;middelaer
mediatie;bemiddelinge
medicamenten;ghenees-kruyden,ghenees-middelen
medicijn;Arts
medicijne;ghenees-middel
medicinaal;heelsaam
mediocre;middelmatigh,middelbaar
meditatie;betraghtinge,besinninghe,overlegh
mediteren;betraghten,overweeghen,besinnen
melancolie;swaarbloedigheyt,swaarmoedigheydt
melancolijcq;swaarmoedigh
melodie;zoet geluyd
melodieux;zoet-luydigh
membrane;vlies
memorabel;gedenckwaardigh
memoriaal;Klad-boeck
memorie;geheugenisse,onthoudinghe,ghedaghtenis
menaceren;dreygen
menage;huysraat,huyshoudingh,huysghesin
menageren;huyshouden
mendicant;Bedelaar
meneen;treeken
menstrue;Maanstonden
mentie;meldinge,gewagh
mentioneren;melden,gewagen
meridiaan;middaghs
merite;verdienst
meriteren;verdienen
meschant;snood
mescontent;onvernoeght,misnoeght
mescontentement;onghenoeghsaemheydt,misnoeginge
mescontenteren;misnoegen
metaal;Bergh-werck,gout-mengsel
methode;leer-wijse,beleedinge,leer-wegh
meubelen;tilbare goederen,inboel
mignardise;liefkosinge,aanminnigheydt
mignon;troetel-kindt
migreren;verhuysen
militair;oorlooghs
militie;oorlogh
millioen;thien hondert duysent
mineraal;Mijn-stof,Bergh-werck
minister;Dienaer
ministerie;bedieningh,dienst
minoriteyt;minderjarigheydt,onmondigheydt
minute;bewerp,de kladde
minuteren;ontwerpen
mirakel;wonderwerck
miscontentement;ongenoegen,misnoeginghe
miscontenteren;misnoegen
miserabel;ellendigh
miseratie;erbarminge,deernis
misericorde;bermhertigheydt
miserie;ellende,jammer
missive;Sendbrief
miste;huys
mistique;verborgen
mitiguëren;versachten
mittigatie;versaghtinge
mixte;gemenght
mixtie;mengsel,menginge
mobile;mobilair,roerlijck,beweeghlijck
mode;wijse
model;voorbeeldt,bewerp,schets
moderateur;middelaar
moderatie;bemiddelinge
modereren;middelen,matigen
moderne;hedendaaghs
modest;zeedigh
modestie;zeedigheydt
mol;zaght
molest;overlast,lastigheydt
molesteren;overlasten,lastigh zijn,moeyelijck vallen
moment;oogenblick,yet geringhs
monarch;eenigh-Vorst
monarchie;eens-regeeringe,eenigh-Vorstheydt
monderen;suyveren,reynigen
mondificatie;suyveringe
monitie;vermaninge
monopolie;voorkoop,opkoop
monopoliëren;voorkoopen,opkoopen
monster;ondier,mis-geboort,wanschepsel,staal,toonsel,proeve
monsteren;toonen
monstreux;wanschapigh
monteren;opklimmen,bedraghen,toe-rusten
monument;gedenck-teycken,graf
moraal;zeedelijck,zeedigh
morisque;Moorin
morositeyt;korselheydt,geemelijckheydt
mortaliteyt;sterffelijckheydt
mortel;doodlijck
mortier;steen-vijsel
mortificatie;doodinge
mortifiëren;dooden
motie;roeringe,beweeginge
motijf;beweeghsel,beweegh-reeden,grond-oorsaack
movement;roeringe,beweeginge
moveren;roeren,beweegen
mulcte;boete,straffe
mulcteren;straffen
multiplicatie;vermeenighvuldigingh
multipliceren;vermeenighvuldigen
multitude;meenighte,veelheydt
muniment;bevestinge,beweeringe
munitie;rustinge
murmuratie;morringe
murmureren;knorren,morren
muscule;spier
musette;Ruyspijpe
musijcq;maatzangh,zanghkonst
mutatie;veranderingh,wisselingh
muteren;wisselen,verauderen
mutilatie;verminckinge
mutileren;vermincken
mutinatie;oproer,muytery
mutineren;oproer maken,muyten
mutuel;onderlingh
mysterie;verholentheydt,verborgentheydt,geheymenis
namptissement;handtvullinge
narratie;vertellinge
narreren;vertellen,verhalen
natie;Volck,Lantsvolck
nativiteyt;geboorte
naufrage;schipbreuck
navigatie;schipvaart
navigeren;schipvaren,varen
nebileux;nevelaghtigh,duysteraghtigh
necessaire;noodigh,noodtwendigh,noodtsakelijck
necessiteyt;noodtwendigheydt
negatie;lochgeninge,ontkenninge
negeren;lochgenen,ontkennen,beneenen
negligent;versnymigh,onaghtsaam,aghteloos
negligentie;versuym,verwaarlosinge,aghteloosheydt
negligeren versuymen;verwaarloosen,veronaghtsamen
negotiant;Handelaar,Koopman
negotiatie;Negotie,handelingh,beslagh,omslag,onderwind
negotiëren;handelen,handel drijven
nequitie;fieltery,guytery
nerveux;zenuwaghtigh,kraghtigh
neuter;Neutraal,onzijdigh,geenderley
neutraliteyt;onzijdigheydt
nobel;edel
nobiliteren;veredelen,edel maken
noblesse;Edeldom,Adel
nomber;getal
nombreux;getalligh,veel in getal
nomenclator;benaminge
nominatie;noeminge
nominatijf;noemende
nomineren;noemen
nompareil;onvergelijckelijck,sonder weergae
nonchalant;onaghtsaam
norme;zegel
nota;merck
notabel;merckelijck
notaris;be-ampt-schrijver
note;teycken,merck
noteren;anteyckenen
notifiëren;kundigh maken
notitie;aanteykeningh,kundschap
notoir;kenlijck,kenbaar
notule;merck-ceel,teycken-schrift
nourriture;voedsel
nouvelles;nieuwigheden
novatie;vernieuwinge
november;Slaghtmaandt
nubileux;wolckaghtigh
nuditeyt;naacktheydt,blootheydt
nugeren;beuselen
nul;niets
nulliteyt;nietigheydt
numeratie;tellinge
nunciatie;verkondiging,anzegginge,bootschap
obedientie;onderdanigheydt
object;voorwerp
objecteren;voorwerpen
oblatie;offerhande,offer,aanbiedinge,opdraght
oblectatie;verlustiging,vermaack
oblecteren;verlustigen
obligatie;verbandt,verbindinghe,schuld-kennis,schuld-brief
obligeren;verbinden,verplighten
oblique;scheef
oblivie;vergeetinge
oblivieux;vergeetelijck
obmissie;siet Omissie
obreptie;insluypinge
obscureren;verdonckeren
obscuur;duyster,doncker
obsecratie;smeeckinge
obsecreren;smeecken
observantie;Observatie,waarneeminghe,gebruyck,gewoonte
observeren;waarneemeu
obsidie;beleegeringe,belegh
obstacule;verhinderingh,hinderpaal
obsteren;in den weege staan,verhinderen,teegenstaan
obstinatie;halstarrigheydt,hartneckigheyt
obtineren;verwerven
occasie;geleegentheydt
occident;West,ondergangh
occidentaal;Westwaarts,Westersch
occulte;verborgen
occulteren;verbergen
occupatie;inneeminge,voorkominge,ontleedigingh,beesigheyt,bekommeringh
occuperen;inneemen,ontleedigen
occurrentie;ontmoetinge
october;Wijnmaandt
octroy;verleeningh,vergunningh
octroyeren;verleenen,vergunnen
oculair;ooghschijnlijck,schijnbaarlijck,sightbaar
ode;eerdight
odieux;hatelijck
oeconomie;huyshoudinge
offenceren;beleedigen,leedt doen,quetsen,beschadigen,verongelijcken
offensie;leedt,beleedinge,quetsinge
offereren;anbieden,toe-dienen
officie;Ampt,plight
officiers;Amptluyden
ombrage;Ombre,schaduwe,achterdencken,archwaen
ombrageren;beschaduwen,overschaduwen
ombrageux;schaduwigh,aghterdoghtigh
omissie;overslaninge,nalatingh
omitteren;overslaan,nalaten
omnipotent;almogende
omnipotentie;almogentheydt
onguent;Zalve
operateur;Werck-meester
operatie;werckinge
opereren;wercken
opereux;arbeydtsaam,werckelijck
opiniatre;stijfsinnigh,krigel
opinie;waan,meyninge
opiniëren;wanen,meynen
opinieux;verwaant
oppilatie;verstoppinge
oppileren;verstoppen
opposant;opponent,verweerder,tegenstrever
opposeren;opponeren,teeghenstellen,teegensetten,weederstaan
oppositie;teeghenstellinghe,wederstandt,teegenweer
oppresseren;verdrucken
oppressie;verdruckinge
oppugneren;beveghten,bestrijden
opteren;begeeren
optie;keur,kiesinge
opulent;rijck
opulentie;rijckheydt,rijckdom
opuscule;wercxken
oracul;Hemel-spraack,hoed-spraack
orage;storm
orateur;reedenaar
oratie;reeden,vertoogh,reedeneeringh
orbiculair;rondt
ordinaris;gewoonlijck
ordonnantie;insettinge,keure,schickinge
ordonneren;schicken,instellen,willekeuren
ordoyeren;vuyl maken
ordre;schickinghe
ordure;vuyligheydt
oreren;reeden-voeren
orgueilleus;hoovaardigh
orient;Oost,opganck
orientaal;Oostwaarts
orifice;mondt-gat
originaal;oorspronckelijck
ornament;vercieringe
orneren;vercieren
orthodox;reght-geloovigh,reghtsinnigh
orthographie;spellinge,reghtschrijvinge
ostage;pandt,gijselinge
ostagier;Gijselaar
ostenderen;vertoonen
ostentatie;beroeminge,pocchinge
ostenteren;brallen,pocchen,beroemen
pacificatie;bevreedigingh
pacifiq;vreedigh,vreedsaam
pacisceren;verdragen
pagadoor;betaals-heer,penning-meester
pagie;zijde,zy-dienaer
paisibel;vreedsaam
paix;vreede
palais;Princen-hof
palfrenier;stal-kneght
palinodie;wederroepinge
palissade;borstweeringe,paal-werck,stacket
palpabel;tastbaar
palustre;Broeck-landt
panurge;loos,doortrapt,al-beschick,moey-al
parabel;gelijckenis,sinne-beeldt
parade;op-tooysel,op-pronckinge
paradox;wonder-spreuck
paragon;puyck
paragraphe;beschrijvinge,onderschrijvinge,afdeylinge
paralysie;lammigheydt
paraphrase;uytbreydinge
pardon;vergiffenis
pardonneren;vergeeven
parenthese;inworp,tusschen-reeden
pareren;cieren,op-proncken,tooyen,ghehoorsamen
paresse;luyheydt,traagheydt
parfumeren;beroken,doorlughten
parlemetn;
parochie;Karspel
partage;deelinge
partiaal;zijdigh,een-zijdigh
participant;deelhebber,deelaghtighe,deel-genoot
participatie;meede-deelinghe,mede-ghenietinge
participeren;meede-deelen
particulariteyt;bysonderheydt,naarder beright
particulier;bysonder,af-gedeelt,enckelingh
partie;deel,gedeelte,teegendeel
partisaan;meedestander
partuer;gade,weerga
partyschap;zijdigheydt
parure;bekleedinge
pas;stap,schreede
pasquil;schimp-schrift
passade;reys-gelt
passage;wegh,doorgangh
passagier;reyser
passement;lint,boortsel
passeport;vry-brief,vrye reysbrief
passeren;doorgaan,verby-gaan,doorlijden,verlijden
passie;lijdinge,zught
passijf;lijdende
pastoor;Harder,Pharheer,Kerckheer
pastorel;Harderlijck,Harder-werck
pastorye;Phar,Harder-staat,Kerckmeesterschap
patent;open brief,Placcaat,bevel,bulle
paternel;Vaderlijck
patient;lijder,sieck
patienteren;lijden,dulden,gedoogen
patientie;gedult,lijdsaamheydt
patriarch;Oppervader
patrimonie;Vaders erf
patriot;Vaderlander
patrocineren;voorstaan,verdadigen
patronnage;Patronaatschap,Huyshouderschap
patroon;voorstander,Huysvader
pauseren;verposen,rusten
paveljoen;Tente
payement;betalinghe
pecceren;sondigen,misdoen
pedagoge;Tucht-meester,Leer-meester
pedant;Kinder-meester
pedanterie;Kinder-werck,leurery
peine;breucke,boete
peletier;Bontwercker
pellegrimage;Beevaart
pellegrum;Beevaart-reyser
penetreren;doordringen
penitentie;berouw,leedtschap
pensioen;huur-loon,loon,wedde
pensionaris;loon-trecker,Stadts Raat-geever,Raadts-man
perceren;doorboren
percipiëren;ontfangen,vatten,begrijpen
perditie;verlies,quistinge,verderf
perdurabel;geduurigh
peregrinatie;reyse,landtreyse
peregrineren;reysen,landt-reysen
peremtoir;uyt-eyndigh,uytvoerlijck
perfect;volmaackt
perfectie;volmaacktheydt
perfidie;ontrouw,trouweloosheydt
perijckel;gevaar
periode;punt,stip
perissabel;verganckelijck
perjurie;eet-breeckinge
permissie;toe-latinge,verlof
permutatie;wisselingh,mangelinge
permuteren;wisselen,mangelen
pernitieux;schadelijck,verderffelijck
perpetreren;bedrijven
